keyword	search_volume	topic	category	cluster_name	main_keyword	keyword_difficulty	cluster_avg_difficulty	position	avg_cluster_position	clicks	impressions	ctr	cover_url	cluster_total_search_volume	has_magicfuse_cover
salesforce for single user	10	Pricing, licenses & TCO	Salesforce Pricing Structures	Salesforce Pricing Guide: How Much Does Salesforce Cost?	FALSE	17.0	25.4	0.0	-			0.0		630	NO
salesforce free edition	10	Pricing, licenses & TCO	Salesforce Pricing Structures	Salesforce Pricing Guide: How Much Does Salesforce Cost?	FALSE	80.0	25.4	0.0	-			0.0		630	NO
salesforce pricing tiers	10	Pricing, licenses & TCO	Salesforce Pricing Structures	Salesforce Pricing Guide: How Much Does Salesforce Cost?	FALSE	9.0	25.4	0.0	-			0.0		630	NO
salesforce single user	10	Pricing, licenses & TCO	Salesforce Pricing Structures	Salesforce Pricing Guide: How Much Does Salesforce Cost?	FALSE	14.0	25.4	0.0	-			0.0		630	NO
cost of salesforce implementation	170	Pricing, licenses & TCO	Salesforce Pricing Structures	How Much Does Salesforce Implementation Cost in 2025?	FALSE	14.0	10.0	0.0	-			0.0		520	NO
salesforce implementation cost	170	Pricing, licenses & TCO	Salesforce Pricing Structures	How Much Does Salesforce Implementation Cost in 2025?	TRUE	8.0	10.0	0.0	-			0.0		520	NO
salesforce implementation costs	90	Pricing, licenses & TCO	Salesforce Pricing Structures	How Much Does Salesforce Implementation Cost in 2025?	FALSE	4.0	10.0	0.0	-			0.0		520	NO
salesforce implementation pricing	90	Pricing, licenses & TCO	Salesforce Pricing Structures	How Much Does Salesforce Implementation Cost in 2025?	FALSE	14.0	10.0	0.0	-			0.0		520	NO
salesforce edition price	140	Commerce Cloud	Salesforce Pricing Structures	Salesforce Commerce Cloud Pricing and Editions	FALSE	56.0	58.3	0.0	-			0.0		420	NO
salesforce editions pricing	140	Commerce Cloud	Salesforce Pricing Structures	Salesforce Commerce Cloud Pricing and Editions	FALSE	56.0	58.3	0.0	-			0.0		420	NO
salesforce pricing and editions	140	Commerce Cloud	Salesforce Pricing Structures	Salesforce Commerce Cloud Pricing and Editions	TRUE	63.0	58.3	0.0	-			0.0		420	NO
salesforce pricing plans	210	Pricing, licenses & TCO	Salesforce Pricing Structures	How Much Does Salesforce Cost? A Complete Pricing Guide	TRUE	34.0	35.0	0.0	-			0.0		350	NO
salesforce plans	140	Pricing, licenses & TCO	Salesforce Pricing Structures	How Much Does Salesforce Cost? A Complete Pricing Guide	FALSE	36.0	35.0	0.0	-			0.0		350	NO
salesforce commerce cloud pricing	110	Commerce Cloud	Salesforce Pricing Structures	How Much Does Salesforce Cloud Cost: Pricing Plans Guide	TRUE	26.0	25.8	0.0	-			0.0		320	NO
commerce cloud salesforce pricing	90	Commerce Cloud	Salesforce Pricing Structures	How Much Does Salesforce Cloud Cost: Pricing Plans Guide	FALSE	14.0	25.8	0.0	-			0.0		320	NO
salesforce commerce cloud price	90	Commerce Cloud	Salesforce Pricing Structures	How Much Does Salesforce Cloud Cost: Pricing Plans Guide	FALSE	24.0	25.8	0.0	-			0.0		320	NO
salesforce b2b commerce pricing	30	Commerce Cloud	Salesforce Pricing Structures	How Much Does Salesforce Cloud Cost: Pricing Plans Guide	FALSE	39.0	25.8	0.0	-			0.0		320	NO
customer community plus license	30	Pricing, licenses & TCO	Salesforce Pricing Structures	Customer Community Plus License FAQ	TRUE	13.0	17.4	0.0	-			0.0		270	NO
community plus salesforce	20	Pricing, licenses & TCO	Salesforce Pricing Structures	Customer Community Plus License FAQ	FALSE	6.0	17.4	0.0	-			0.0		270	NO
employee community license salesforce	20	Pricing, licenses & TCO	Salesforce Pricing Structures	Customer Community Plus License FAQ	FALSE	9.0	17.4	0.0	-			0.0		270	NO
experience cloud salesforce pricing	20	Pricing, licenses & TCO	Salesforce Pricing Structures	Customer Community Plus License FAQ	FALSE	41.0	17.4	0.0	-			0.0		270	NO
partner community vs customer community	20	Pricing, licenses & TCO	Salesforce Pricing Structures	Customer Community Plus License FAQ	FALSE	5.0	17.4	0.0	-			0.0		270	NO
salesforce community license comparison	20	Pricing, licenses & TCO	Salesforce Pricing Structures	Customer Community Plus License FAQ	FALSE	9.0	17.4	0.0	-			0.0		270	NO
salesforce community user license	20	Pricing, licenses & TCO	Salesforce Pricing Structures	Customer Community Plus License FAQ	FALSE	11.0	17.4	0.0	-			0.0		270	NO
salesforce customer community license pricing	20	Pricing, licenses & TCO	Salesforce Pricing Structures	Customer Community Plus License FAQ	FALSE	66.0	17.4	0.0	-			0.0		270	NO
salesforce partner community pricing	20	Pricing, licenses & TCO	Salesforce Pricing Structures	Customer Community Plus License FAQ	FALSE	63.0	17.4	0.0	-			0.0		270	NO
customer community plus license cost	10	Pricing, licenses & TCO	Salesforce Pricing Structures	Customer Community Plus License FAQ	FALSE	15.0	17.4	0.0	-			0.0		270	NO
difference between partner community and customer community	10	Pricing, licenses & TCO	Salesforce Pricing Structures	Customer Community Plus License FAQ	FALSE	11.0	17.4	0.0	-			0.0		270	NO
salesforce community cloud license types	10	Pricing, licenses & TCO	Salesforce Pricing Structures	Customer Community Plus License FAQ	FALSE	4.0	17.4	0.0	-			0.0		270	NO
salesforce community types	10	Pricing, licenses & TCO	Salesforce Pricing Structures	Customer Community Plus License FAQ	FALSE	5.0	17.4	0.0	-			0.0		270	NO
salesforce community vs community plus	10	Pricing, licenses & TCO	Salesforce Pricing Structures	Customer Community Plus License FAQ	FALSE	12.0	17.4	0.0	-			0.0		270	NO
salesforce partner community license pricing	10	Pricing, licenses & TCO	Salesforce Pricing Structures	Customer Community Plus License FAQ	FALSE	13.0	17.4	0.0	-			0.0		270	NO
salesforce partner portal pricing	10	Pricing, licenses & TCO	Salesforce Pricing Structures	Customer Community Plus License FAQ	FALSE	12.0	17.4	0.0	-			0.0		270	NO
salesforce portal vs communities	10	Pricing, licenses & TCO	Salesforce Pricing Structures	Customer Community Plus License FAQ	FALSE	1.0	17.4	0.0	-			0.0		270	NO
adobe marketing cloud cost	70	Marketing Cloud & MCAE (Pardot)	Salesforce Pricing Structures	Adobe marketing cloud pricing	FALSE	72.0	64.3	0.0	-			0.0		210	NO
adobe marketing cloud price	70	Marketing Cloud & MCAE (Pardot)	Salesforce Pricing Structures	Adobe marketing cloud pricing	FALSE	53.0	64.3	0.0	-			0.0		210	NO
adobe marketing cloud pricing	70	Marketing Cloud & MCAE (Pardot)	Salesforce Pricing Structures	Adobe marketing cloud pricing	TRUE	68.0	64.3	0.0	-			0.0		210	NO
salesforce financial services cloud price	70	Pricing, licenses & TCO	Salesforce Pricing Structures	Financial Services Cloud 2025: Benefits, Features & Pricing	FALSE	62.0	38.0	0.0	-			0.0		190	NO
salesforce financial services cloud pricing	70	Pricing, licenses & TCO	Salesforce Pricing Structures	Financial Services Cloud 2025: Benefits, Features & Pricing	TRUE	29.0	38.0	0.0	-			0.0		190	NO
financial services cloud pricing	50	Pricing, licenses & TCO	Salesforce Pricing Structures	Financial Services Cloud 2025: Benefits, Features & Pricing	FALSE	23.0	38.0	0.0	-			0.0		190	NO
how to model subscription revenue	30	Pricing, licenses & TCO	Salesforce Pricing Structures	What's a Subscription Business Model & How Does It Work?	FALSE	4.0	20.2	0.0	-			0.0		190	NO
understanding subscription business model	30	Pricing, licenses & TCO	Salesforce Pricing Structures	What's a Subscription Business Model & How Does It Work?	TRUE	32.0	20.2	0.0	-			0.0		190	NO
how do subscription services make money	20	Pricing, licenses & TCO	Salesforce Pricing Structures	What's a Subscription Business Model & How Does It Work?	FALSE	28.0	20.2	0.0	-			0.0		190	NO
is a subscription a good or service	20	Pricing, licenses & TCO	Salesforce Pricing Structures	What's a Subscription Business Model & How Does It Work?	FALSE	30.0	20.2	0.0	-			0.0		190	NO
subscription revenue meaning	20	Pricing, licenses & TCO	Salesforce Pricing Structures	What's a Subscription Business Model & How Does It Work?	FALSE	27.0	20.2	0.0	-			0.0		190	NO
subscription service model	20	Pricing, licenses & TCO	Salesforce Pricing Structures	What's a Subscription Business Model & How Does It Work?	FALSE	10.0	20.2	0.0	-			0.0		190	NO
what is subscription revenue model	20	Pricing, licenses & TCO	Salesforce Pricing Structures	What's a Subscription Business Model & How Does It Work?	FALSE	30.0	20.2	0.0	-			0.0		190	NO
how do subscription models work	10	Pricing, licenses & TCO	Salesforce Pricing Structures	What's a Subscription Business Model & How Does It Work?	FALSE	12.0	20.2	0.0	-			0.0		190	NO
subscription fee revenue model	10	Pricing, licenses & TCO	Salesforce Pricing Structures	What's a Subscription Business Model & How Does It Work?	FALSE	8.0	20.2	0.0	-			0.0		190	NO
what is a subscription based business model	10	Pricing, licenses & TCO	Salesforce Pricing Structures	What's a Subscription Business Model & How Does It Work?	FALSE	21.0	20.2	0.0	-			0.0		190	NO
salesforce experience cloud pricing	140	Pricing, licenses & TCO	Salesforce Pricing Structures	Is Salesforce Experience Cloud the same as Communities	TRUE	24.0	21.5	0.0	-			0.0		190	NO
experience cloud pricing	50	Pricing, licenses & TCO	Salesforce Pricing Structures	Is Salesforce Experience Cloud the same as Communities	FALSE	19.0	21.5	0.0	-			0.0		190	NO
marketing cloud edition comparison pdf	30	Marketing Cloud & MCAE (Pardot)	Salesforce Pricing Structures	Salesforce Email Studio Pricing: Cost and Pricing plans	FALSE	7.0	13.4	0.0	3.9			0.0		180	NO
salesforce email studio pricing	30	Pricing, licenses & TCO	Salesforce Pricing Structures	Salesforce Email Studio Pricing: Cost and Pricing plans	TRUE	32.0	13.4	5.5	3.9	0	30	0.0	https://magicfuse.co/blog/salesforce-marketing-cloud-cost	180	YES
how much does salesforce marketing cloud cost	20	Marketing Cloud & MCAE (Pardot)	Salesforce Pricing Structures	Salesforce Email Studio Pricing: Cost and Pricing plans	FALSE	18.0	13.4	3.0	3.9	0	21	0.0	https://magicfuse.co/blog/salesforce-marketing-cloud-cost	180	YES
how much is salesforce marketing cloud	20	Marketing Cloud & MCAE (Pardot)	Salesforce Pricing Structures	Salesforce Email Studio Pricing: Cost and Pricing plans	FALSE	18.0	13.4	3.0	3.9	0	17	0.0	https://magicfuse.co/blog/salesforce-marketing-cloud-cost	180	YES
salesforce marketing cloud edition comparison	20	Marketing Cloud & MCAE (Pardot)	Salesforce Pricing Structures	Salesforce Email Studio Pricing: Cost and Pricing plans	FALSE	2.0	13.4	0.0	3.9			0.0		180	NO
marketing cloud enterprise edition	10	Marketing Cloud & MCAE (Pardot)	Salesforce Pricing Structures	Salesforce Email Studio Pricing: Cost and Pricing plans	FALSE	2.0	13.4	0.0	3.9			0.0		180	NO
marketing cloud versions	10	Marketing Cloud & MCAE (Pardot)	Salesforce Pricing Structures	Salesforce Email Studio Pricing: Cost and Pricing plans	FALSE	5.0	13.4	0.0	3.9			0.0		180	NO
salesforce advertising studio pricing	10	Pricing, licenses & TCO	Salesforce Pricing Structures	Salesforce Email Studio Pricing: Cost and Pricing plans	FALSE	28.0	13.4	0.0	3.9			0.0		180	NO
salesforce email marketing pricing	10	Pricing, licenses & TCO	Salesforce Pricing Structures	Salesforce Email Studio Pricing: Cost and Pricing plans	FALSE	19.0	13.4	4.2	3.9	0	5	0.0	https://magicfuse.co/blog/salesforce-marketing-cloud-cost	180	YES
salesforce marketing cloud license	10	Marketing Cloud & MCAE (Pardot)	Salesforce Pricing Structures	Salesforce Email Studio Pricing: Cost and Pricing plans	FALSE	11.0	13.4	0.0	3.9			0.0		180	NO
salesforce marketing cloud pricing pdf	10	Marketing Cloud & MCAE (Pardot)	Salesforce Pricing Structures	Salesforce Email Studio Pricing: Cost and Pricing plans	FALSE	6.0	13.4	0.0	3.9			0.0		180	NO
salesforce api price	50	Pricing, licenses & TCO	Salesforce Pricing Structures	Exploring Salesforce API Pricing for Enterprise Clients	FALSE	32.0	22.0	0.0	-			0.0		130	NO
salesforce api pricing	50	Pricing, licenses & TCO	Salesforce Pricing Structures	Exploring Salesforce API Pricing for Enterprise Clients	TRUE	20.0	22.0	0.0	-			0.0		130	NO
salesforce api cost	30	Pricing, licenses & TCO	Salesforce Pricing Structures	Exploring Salesforce API Pricing for Enterprise Clients	FALSE	14.0	22.0	0.0	-			0.0		130	NO
salesforce knowledge cost	40	Pricing, licenses & TCO	Salesforce Pricing Structures	Create a Knowledge Base with Salesforce Knowledge	FALSE	50.0	52.7	0.0	-			0.0		120	NO
salesforce knowledge price	40	Pricing, licenses & TCO	Salesforce Pricing Structures	Create a Knowledge Base with Salesforce Knowledge	FALSE	51.0	52.7	0.0	-			0.0		120	NO
salesforce knowledge pricing	40	Pricing, licenses & TCO	Salesforce Pricing Structures	Create a Knowledge Base with Salesforce Knowledge	TRUE	57.0	52.7	0.0	-			0.0		120	NO
salesforce health cloud pricing	90	Pricing, licenses & TCO	Salesforce Pricing Structures	Health Cloud 2025: Benefits, Features & Pricing	TRUE	63.0	52.5	0.0	-			0.0		120	NO
health cloud pricing	30	Pricing, licenses & TCO	Salesforce Pricing Structures	Health Cloud 2025: Benefits, Features & Pricing	FALSE	42.0	52.5	0.0	-			0.0		120	NO
salesforce cost calculator	40	Pricing, licenses & TCO	Salesforce Pricing Structures	Access our Salesforce Sales Cloud Pricing Calculator	TRUE	4.0	2.7	0.0	-			0.0		80	NO
average cost salesforce implementation	20	Pricing, licenses & TCO	Salesforce Pricing Structures	Access our Salesforce Sales Cloud Pricing Calculator	FALSE	2.0	2.7	0.0	-			0.0		80	NO
salesforce implementation cost calculator	20	Pricing, licenses & TCO	Salesforce Pricing Structures	Access our Salesforce Sales Cloud Pricing Calculator	FALSE	2.0	2.7	0.0	-			0.0		80	NO
salesforce nonprofit license	20	Pricing, licenses & TCO	Salesforce Pricing Structures	See Pricing Plans for All Salesforce Products	FALSE	5.0	8.0	0.0	-			0.0		70	NO
salesforce org pricing	20	Pricing, licenses & TCO	Salesforce Pricing Structures	See Pricing Plans for All Salesforce Products	TRUE	14.0	8.0	0.0	-			0.0		70	NO
how much does salesforce cost for nonprofits	10	Pricing, licenses & TCO	Salesforce Pricing Structures	See Pricing Plans for All Salesforce Products	FALSE	8.0	8.0	0.0	-			0.0		70	NO
salesforce charity pricing uk	10	Pricing, licenses & TCO	Salesforce Pricing Structures	See Pricing Plans for All Salesforce Products	FALSE	3.0	8.0	0.0	-			0.0		70	NO
salesforce marketing cloud nonprofit pricing	10	Marketing Cloud & MCAE (Pardot)	Salesforce Pricing Structures	See Pricing Plans for All Salesforce Products	FALSE	10.0	8.0	0.0	-			0.0		70	NO
salesforce functions price	30	Pricing, licenses & TCO	Salesforce Pricing Structures	Salesforce Pricing 2024: Updated Per User Plans and Fees	FALSE	42.0	44.5	0.0	-			0.0		60	NO
salesforce functions pricing	30	Pricing, licenses & TCO	Salesforce Pricing Structures	Salesforce Pricing 2024: Updated Per User Plans and Fees	TRUE	47.0	44.5	0.0	-			0.0		60	NO
social studio price	30	Pricing, licenses & TCO	Salesforce Pricing Structures	Social Studio Pricing Plans & Cost Guide (Mar 2022)	FALSE	30.0	28.0	0.0	-			0.0		60	NO
social studio pricing	30	Pricing, licenses & TCO	Salesforce Pricing Structures	Social Studio Pricing Plans & Cost Guide (Mar 2022)	TRUE	26.0	28.0	0.0	-			0.0		60	NO
salesforce full sandbox price	20	Pricing, licenses & TCO	Salesforce Pricing Structures	Salesforce Pricing: Cost and Pricing plans	FALSE	12.0	10.7	0.0	-			0.0		50	NO
salesforce sandbox cost	20	Pricing, licenses & TCO	Salesforce Pricing Structures	Salesforce Pricing: Cost and Pricing plans	TRUE	6.0	10.7	0.0	-			0.0		50	NO
salesforce full copy sandbox price	10	Pricing, licenses & TCO	Salesforce Pricing Structures	Salesforce Pricing: Cost and Pricing plans	FALSE	14.0	10.7	0.0	-			0.0		50	NO
financialforce price	20	Pricing, licenses & TCO	Salesforce Pricing Structures	FinancialForce ERP Reviews, Pricing and Features	FALSE	13.0	13.5	0.0	-			0.0		40	NO
financialforce pricing	20	Pricing, licenses & TCO	Salesforce Pricing Structures	FinancialForce ERP Reviews, Pricing and Features	TRUE	14.0	13.5	0.0	-			0.0		40	NO
salesforce cms price	20	Pricing, licenses & TCO	Salesforce Pricing Structures	Is now Salesforce CMS free and	FALSE	60.0	56.5	0.0	-			0.0		40	NO
salesforce cms pricing	20	Pricing, licenses & TCO	Salesforce Pricing Structures	Is now Salesforce CMS free and	TRUE	53.0	56.5	0.0	-			0.0		40	NO
interaction studio pricing	20	Marketing Cloud & MCAE (Pardot)	Salesforce Pricing Structures	Salesforce Marketing Cloud Interaction Studio Pricing 2022	TRUE	27.0	24.0	0.0	-			0.0		30	NO
salesforce interaction studio pricing	10	Marketing Cloud & MCAE (Pardot)	Salesforce Pricing Structures	Salesforce Marketing Cloud Interaction Studio Pricing 2022	FALSE	21.0	24.0	0.0	-			0.0		30	NO
snowflake data marketplace pricing	10	Pricing, licenses & TCO	Salesforce Pricing Structures	Snowflake Data Cloud - AWS Marketplace	TRUE	38.0	38.0	0.0	-			0.0		10	NO
buysell biz	27100	Sales Cloud	Sales Cloud Functionality	Buysell biz	TRUE	37.0	26.7	0.0	-			0.0		109720	NO
businesses for sale online	8100	Sales Cloud	Sales Cloud Functionality	Buysell biz	FALSE	24.0	26.7	0.0	-			0.0		109720	NO
business for sale internet	8100	Sales Cloud	Sales Cloud Functionality	Buysell biz	FALSE	29.0	26.7	0.0	-			0.0		109720	NO
business sale online	8100	Sales Cloud	Sales Cloud Functionality	Buysell biz	FALSE	33.0	26.7	0.0	-			0.0		109720	NO
online company for sale	8100	Sales Cloud	Sales Cloud Functionality	Buysell biz	FALSE	28.0	26.7	0.0	-			0.0		109720	NO
web business for sale	8100	Sales Cloud	Sales Cloud Functionality	Buysell biz	FALSE	24.0	26.7	0.0	-			0.0		109720	NO
buy online business for sale	5400	Sales Cloud	Sales Cloud Functionality	Buysell biz	FALSE	23.0	26.7	0.0	-			0.0		109720	NO
online businesses for sale	5400	Sales Cloud	Sales Cloud Functionality	Buysell biz	FALSE	19.0	26.7	0.0	-			0.0		109720	NO
online companies for sale	5400	Sales Cloud	Sales Cloud Functionality	Buysell biz	FALSE	23.0	26.7	0.0	-			0.0		109720	NO
buysell business	2900	Sales Cloud	Sales Cloud Functionality	Buysell biz	FALSE	26.0	26.7	0.0	-			0.0		109720	NO
business website for sale	2400	Sales Cloud	Sales Cloud Functionality	Buysell biz	FALSE	17.0	26.7	0.0	-			0.0		109720	NO
web businesses for sale	2400	Sales Cloud	Sales Cloud Functionality	Buysell biz	FALSE	19.0	26.7	0.0	-			0.0		109720	NO
web business sale	2400	Sales Cloud	Sales Cloud Functionality	Buysell biz	FALSE	29.0	26.7	0.0	-			0.0		109720	NO
website business sale	2400	Sales Cloud	Sales Cloud Functionality	Buysell biz	FALSE	28.0	26.7	0.0	-			0.0		109720	NO
websites businesses for sale	2400	Sales Cloud	Sales Cloud Functionality	Buysell biz	FALSE	26.0	26.7	0.0	-			0.0		109720	NO
business sale websites	1900	Sales Cloud	Sales Cloud Functionality	Buysell biz	FALSE	46.0	26.7	0.0	-			0.0		109720	NO
